"report.date","worksite","location","potential.exposure.dates","start","end","standard.report.date"
"02-03","Teaching and Learning Complex","Davis campus","01/31/2022","2022-01-31","2022-01-31","2022-02-03"
"02-03","Rock Hall","Davis campus","02/01/2022","2022-02-01","2022-02-01","2022-02-03"
"02-04","Social Sciences & Humanities","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-04"
"02-04","Wellman Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-04"
"02-04","Segundo Services Center","Davis campus","02/03/2022","2022-02-03","2022-02-03","2022-02-04"
"02-04","Pine Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-04"
"02-04","California Hall","Davis campus","02/03/2022","2022-02-03","2022-02-03","2022-02-04"
"02-04","Olson Hall","Davis campus","02/01/2022","2022-02-01","2022-02-01","2022-02-04"
"02-04","Olson Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-04"
"02-04","Segundo Dining Commons","Davis campus","02/03/2022","2022-02-03","2022-02-03","2022-02-04"
"02-04","Activities and Recreation Center","Davis campus","02/03/2022","2022-02-03","2022-02-03","2022-02-04"
"02-04","Hart Hall","Davis campus","02/01/2022","2022-02-01","2022-02-01","2022-02-04"
"02-04","Walker Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-04"
"02-04","Latitude Dining Commons","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-04"
"02-04","Segundo Market","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-04"
"02-04","California Hall","Davis campus","02/01/2022","2022-02-01","2022-02-01","2022-02-04"
"02-04","Sciences Lab Building","Davis campus","02/01/2022","2022-02-01","2022-02-01","2022-02-04"
"02-07","Mondavi Center","Davis campus","02/05/2022","2022-02-05","2022-02-05","2022-02-07"
"02-07","Vet Med C Barn","Davis campus","02/04/2022","2022-02-04","2022-02-04","2022-02-07"
"02-07","Latitude Dining Commons","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-07"
"02-07","Segundo Market","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-07"
"02-07","Academic Surge","Davis campus","02/03/2022","2022-02-03","2022-02-03","2022-02-07"
"02-07","Everson Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-07"
"02-07","Dutton Hall","Davis campus","02/04/2022","2022-02-04","2022-02-04","2022-02-07"
"02-07","Kleiber Hall","Davis campus","02/04/2022","2022-02-04","2022-02-04","2022-02-07"
"02-07","Latitude Dining Commons","Davis campus","02/04/2022","2022-02-04","2022-02-04","2022-02-07"
"02-07","Vet Med Teaching & Research Center, Tulare","Off campus","02/04/2022
 - 02/05/2022","2022-02-04","2022-02-05","2022-02-07"
"02-07","Vet Med II","Davis campus","02/04/2022","2022-02-04","2022-02-04","2022-02-07"
"02-07","Wellman Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-07"
"02-07","Segundo Services Center","Davis campus","02/03/2022","2022-02-03","2022-02-03","2022-02-07"
"02-07","Haring Hall","Davis campus","02/02/2022","2022-02-02","2022-02-02","2022-02-07"
"02-07","Giedt Hall","Davis campus","02/02/2022
 - 02/03/2022","2022-02-02","2022-02-03","2022-02-07"
"02-07","Walker Hall","Davis campus","02/04/2022","2022-02-04","2022-02-04","2022-02-07"
"02-07","Campo Hall","Davis campus","02/04/2022","2022-02-04","2022-02-04","2022-02-07"
"02-07","Tercero Dining Commons","Davis campus","02/04/2022","2022-02-04","2022-02-04","2022-02-07"
"02-07","Fire & Police Building","Davis campus","02/06/2022","2022-02-06","2022-02-06","2022-02-07"
"02-07","Vet Med Teaching Hospital","Davis campus","02/04/2022","2022-02-04","2022-02-04","2022-02-07"
"02-07","Peter J. Shields Library","Davis campus","02/03/2022
 - 02/04/2022","2022-02-03","2022-02-04","2022-02-07"
"02-07","Segundo Dining Commons","Davis campus","02/03/2022
 - 02/04/2022","2022-02-03","2022-02-04","2022-02-07"
"02-07","Bainer Hall","Davis campus","02/03/2022","2022-02-03","2022-02-03","2022-02-07"
"02-07","Cruess Hall","Davis campus","02/03/2022","2022-02-03","2022-02-03","2022-02-07"
"02-07","Sciences Lab Building","Davis campus","02/03/2022","2022-02-03","2022-02-03","2022-02-07"
"02-07","Social Sciences & Humanities","Davis campus","02/03/2022","2022-02-03","2022-02-03","2022-02-07"
"02-07","Teaching and Learning Complex","Davis campus","02/04/2022","2022-02-04","2022-02-04","2022-02-07"
"02-08","Recreation Pool","Davis campus","02/06/2022","2022-02-06","2022-02-06","2022-02-08"
"02-08","Earth and Physical Sciences Building","Davis campus","02/06/2022","2022-02-06","2022-02-06","2022-02-08"
"02-08","Kleiber Hall","Davis campus","02/07/2022","2022-02-07","2022-02-07","2022-02-08"
"02-08","Rock Hall","Davis campus","02/07/2022","2022-02-07","2022-02-07","2022-02-08"
"02-08","Vet Med Teaching Hospital","Davis campus","02/06/2022","2022-02-06","2022-02-06","2022-02-08"
"02-08","Olson Hall","Davis campus","02/06/2022","2022-02-06","2022-02-06","2022-02-08"
"02-08","Tercero Dining Commons","Davis campus","02/07/2022","2022-02-07","2022-02-07","2022-02-08"
"02-08","Redwood Hall","Davis campus","02/07/2022","2022-02-07","2022-02-07","2022-02-08"
"02-08","Cuarto Dining Commons","Davis campus","02/07/2022","2022-02-07","2022-02-07","2022-02-08"
"02-08","Storer Hall","Davis campus","02/06/2022","2022-02-06","2022-02-06","2022-02-08"
"02-08","Peter A. Rock Hall","Davis campus","02/06/2022","2022-02-06","2022-02-06","2022-02-08"
"02-08","Tercero Market","Davis campus","02/07/2022","2022-02-07","2022-02-07","2022-02-08"
"02-08","Teaching and Learning Complex","Davis campus","02/07/2022","2022-02-07","2022-02-07","2022-02-08"
"02-08","Cuarto Market","Davis campus","02/07/2022","2022-02-07","2022-02-07","2022-02-08"
"02-09","Tercero Hall","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-09"
"02-09","Peter J. Shields Library","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-09"
"02-09","Social Sciences & Humanities","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-09"
"02-09","Sciences Lecture Hall","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-09"
"02-09","Tercero Dining Commons","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-09"
"02-09","Briggs Hall","Davis campus","02/06/2022
 - 02/08/2022","2022-02-06","2022-02-08","2022-02-09"
"02-09","The Grove (Surge III)","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-09"
"02-09","Memorial Union","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-09"
"02-09","Robert Mondavi Institute - South","Davis campus","02/09/2022","2022-02-09","2022-02-09","2022-02-09"
"02-09","Geidt Hall","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-09"
"02-09","Haring Hall","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-09"
"02-09","Young Hall","Davis campus","02/09/2022","2022-02-09","2022-02-09","2022-02-09"
"02-10","Recreation Pool","Davis campus","02/09/2022","2022-02-09","2022-02-09","2022-02-10"
"02-10","Tahoe Hall","Davis campus","02/07/2022","2022-02-07","2022-02-07","2022-02-10"
"02-10","Young Hall","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-10"
"02-10","Laben Hall","Davis campus","02/09/2022","2022-02-09","2022-02-09","2022-02-10"
"02-10","Olson Hall","Davis campus","02/09/2022","2022-02-09","2022-02-09","2022-02-10"
"02-10","Cuarto Dining Commons","Davis campus","02/07/2022","2022-02-07","2022-02-07","2022-02-10"
"02-11","Memorial Union","Davis campus","02/09/2022","2022-02-09","2022-02-09","2022-02-11"
"02-11","Storer Hall","Davis campus","02/09/2022","2022-02-09","2022-02-09","2022-02-11"
"02-11","Sciences Lab Building","Davis campus","02/09/2022","2022-02-09","2022-02-09","2022-02-11"
"02-11","Geidt Hall","Davis campus","02/09/2022
 - 02/10/2022","2022-02-09","2022-02-10","2022-02-11"
"02-11","Peter A. Rock Hall","Davis campus","02/10/2022","2022-02-10","2022-02-10","2022-02-11"
"02-11","Segundo Dining Commons","Davis campus","02/10/2022","2022-02-10","2022-02-10","2022-02-11"
"02-11","California Hall","Davis campus","02/08/2022","2022-02-08","2022-02-08","2022-02-11"
"02-11","Wellman Hall","Davis campus","02/09/2022
 - 02/10/2022","2022-02-09","2022-02-10","2022-02-11"
"02-11","Young Hall","Davis campus","02/09/2022","2022-02-09","2022-02-09","2022-02-11"
"02-14","Mondavi Center","Davis campus","02/09/2022
 - 02/11/2022","2022-02-09","2022-02-11","2022-02-14"
"02-14","Segundo Dining Commons","Davis campus","02/10/2022","2022-02-10","2022-02-10","2022-02-14"
"02-14","Sciences Lab Building","Davis campus","02/10/2022
 - 02/11/2022","2022-02-10","2022-02-11","2022-02-14"
"02-14","Cuarto Dining Commons","Davis campus","02/11/2022","2022-02-11","2022-02-11","2022-02-14"
"02-14","Roessler Hall","Davis campus","02/10/2022","2022-02-10","2022-02-10","2022-02-14"
"02-14","Genome Center","Davis campus","02/11/2022","2022-02-11","2022-02-11","2022-02-14"
"02-14","Peter A. Rock Hall","Davis campus","02/10/2022","2022-02-10","2022-02-10","2022-02-14"
"02-14","Coffee House","Davis campus","02/10/2022","2022-02-10","2022-02-10","2022-02-14"
"02-14","Bainer Hall","Davis campus","02/11/2022","2022-02-11","2022-02-11","2022-02-14"
"02-14","Wellman Hall","Davis campus","02/10/2022
 - 02/11/2022","2022-02-10","2022-02-11","2022-02-14"
"02-14","Peter J. Shields Library","Davis campus","02/11/2022","2022-02-11","2022-02-11","2022-02-14"
"02-14","Silo Market","Davis campus","02/10/2022","2022-02-10","2022-02-10","2022-02-14"
"02-14","Social Sciences & Humanities","Davis campus","02/10/2022","2022-02-10","2022-02-10","2022-02-14"
"02-14","Young Hall","Davis campus","02/10/2022","2022-02-10","2022-02-10","2022-02-14"
"02-14","Sciences Lecture Hall","Davis campus","02/10/2022","2022-02-10","2022-02-10","2022-02-14"
"02-14","Hickey Gym","Davis campus","02/11/2022","2022-02-11","2022-02-11","2022-02-14"
"02-15","The Grove (Surge III)","Davis campus","02/14/2022","2022-02-14","2022-02-14","2022-02-15"
"02-15","Manetti Shrem Museum","Davis campus","02/13/2022","2022-02-13","2022-02-13","2022-02-15"
"02-15","Laben Hall","Davis campus","02/14/2022","2022-02-14","2022-02-14","2022-02-15"
"02-15","Tahoe Hall","Davis city","02/15/2022","2022-02-15","2022-02-15","2022-02-15"
"02-15","Chemistry Annex","Davis campus","02/14/2022","2022-02-14","2022-02-14","2022-02-15"
"02-15","Tercero Dining Commons","Davis campus","02/14/2022","2022-02-14","2022-02-14","2022-02-15"
"02-15","Cuarto Dining Commons","Davis campus","02/14/2022","2022-02-14","2022-02-14","2022-02-15"
"02-16","Olson Hall","Davis campus","02/14/2022","2022-02-14","2022-02-14","2022-02-16"
"02-16","Segundo Dining Commons","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-16"
"02-16","Tahoe Hall","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-16"
"02-16","Wellman Hall","Davis campus","02/14/2022
 - 02/15/2022","2022-02-14","2022-02-15","2022-02-16"
"02-16","Hoagland Hall","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-16"
"02-16","Latitude Dining Commons","Davis campus","02/14/2022","2022-02-14","2022-02-14","2022-02-16"
"02-16","Teaching and Learning Complex","Davis campus","02/14/2022","2022-02-14","2022-02-14","2022-02-16"
"02-17","Peter J. Shields Library","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-17"
"02-17","Memorial Union","Davis campus","02/14/2022","2022-02-14","2022-02-14","2022-02-17"
"02-17","Wellman Hall","Davis campus","02/16/2022","2022-02-16","2022-02-16","2022-02-17"
"02-17","Mrak Hall","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-17"
"02-17","Olson Hall","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-17"
"02-17","California Hall","Davis campus","02/17/2022","2022-02-17","2022-02-17","2022-02-17"
"02-17","Environmental Horticulture","Davis campus","02/14/2022","2022-02-14","2022-02-14","2022-02-17"
"02-17","Student Health & Wellness Center","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-17"
"02-17","Chemistry Building","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-17"
"02-18","Supply Chain Management","Davis city","02/15/2022","2022-02-15","2022-02-15","2022-02-18"
"02-18","Physics Building","Davis campus","02/17/2022","2022-02-17","2022-02-17","2022-02-18"
"02-18","Ghausi Hall","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-18"
"02-18","California Hall","Davis campus","02/16/2022","2022-02-16","2022-02-16","2022-02-18"
"02-18","Shasta Hall","Davis city","02/17/2022","2022-02-17","2022-02-17","2022-02-18"
"02-18","Activities & Recreation Center","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-18"
"02-18","Sciences Lab Building","Davis campus","02/15/2022","2022-02-15","2022-02-15","2022-02-18"
"02-22","Roessler Hall","Davis campus","02/18/2022","2022-02-18","2022-02-18","2022-02-22"
"02-22","Teaching and Learning Complex","Davis campus","02/18/2022","2022-02-18","2022-02-18","2022-02-22"
"02-22","Kearney Hall","Davis campus","02/19/2022","2022-02-19","2022-02-19","2022-02-22"
"02-23","Physics Building","Davis campus","02/22/2022","2022-02-22","2022-02-22","2022-02-23"
"02-23","Tercero Dining Commons","Davis campus","02/22/2022","2022-02-22","2022-02-22","2022-02-23"
"02-23","Sciences Lab Building","Davis campus","02/22/2022","2022-02-22","2022-02-22","2022-02-23"
"02-23","Latitude Dining Commons","Davis campus","02/22/2022","2022-02-22","2022-02-22","2022-02-23"
"02-23","Da Vinci Court","Davis city","02/22/2022","2022-02-22","2022-02-22","2022-02-23"
"02-23","Mahogany Hall","Davis campus","02/23/2022","2022-02-23","2022-02-23","2022-02-23"
"02-23","Tercero Market","Davis campus","02/22/2022","2022-02-22","2022-02-22","2022-02-23"
"02-24","Teaching and Learning Complex","Davis campus","02/22/2022","2022-02-22","2022-02-22","2022-02-24"
"02-24","Memorial Union","Davis campus","02/23/2022","2022-02-23","2022-02-23","2022-02-24"
"03-01","Peter A. Rock Hall","Davis campus","02/23/2022","2022-02-23","2022-02-23","2022-03-01"
"03-01","The Grove (Surge III)","Davis campus","02/24/2022","2022-02-24","2022-02-24","2022-03-01"
"03-01","Tupper Hall","Davis campus","02/27/2022","2022-02-27","2022-02-27","2022-03-01"
"03-01","Veihmeyer Hall","Davis campus","02/23/2022","2022-02-23","2022-02-23","2022-03-01"
"03-01","Peter A. Rock Hall","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-03-01"
"03-01","Bainer Hall","Davis campus","02/25/2022
 - 03/25/2022","2022-02-25","2022-03-25","2022-03-01"
"03-01","Wellman Hall","Davis campus","02/23/2022","2022-02-23","2022-02-23","2022-03-01"
"03-01","Everson Hall","Davis campus","02/24/2022","2022-02-24","2022-02-24","2022-03-01"
"03-01","Veihmeyer Hall","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-03-01"
"02-28","Peter A. Shields Library","Davis campus","02/24/2022","2022-02-24","2022-02-24","2022-02-28"
"02-28","Memorial Union","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-02-28"
"02-28","Latitude Dining Commons","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-02-28"
"02-28","Olson Hall","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-02-28"
"02-28","Young Hall","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-02-28"
"02-28","Giedt Hall","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-02-28"
"02-28","California Hall","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-02-28"
"02-28","Peter A. Rock Hall","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-02-28"
"02-28","Teaching & Learning Complex","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-02-28"
"02-28","Hart Hall","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-02-28"
"02-28","Tercero Services Center","Davis campus","02/27/2022","2022-02-27","2022-02-27","2022-02-28"
"02-28","Wellman Hall","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-02-28"
"02-25","Voorhies Hall","Davis campus","02/23/2022","2022-02-23","2022-02-23","2022-02-25"
"02-25","Olson Hall","Davis campus","02/24/2022","2022-02-24","2022-02-24","2022-02-25"
"02-25","Teaching and Learning Complex","Davis campus","02/23/2022
 - 02/24/2022","2022-02-23","2022-02-24","2022-02-25"
"02-25","Memorial Union","Davis campus","02/23/2022
 - 02/24/2022","2022-02-23","2022-02-24","2022-02-25"
"02-25","Marya Welch Tennis Center","Davis campus","02/23/2022","2022-02-23","2022-02-23","2022-02-25"
"02-25","Peter A. Rock Hall","Davis campus","02/24/2022","2022-02-24","2022-02-24","2022-02-25"
"02-25","Sciences Lab Building","Davis campus","02/23/2022","2022-02-23","2022-02-23","2022-02-25"
"03-02","Sprocket Annex","Davis campus","03/01/2022","2022-03-01","2022-03-01","2022-03-02"
"03-02","Segundo Market","Davis campus","03/01/2022","2022-03-01","2022-03-01","2022-03-02"
"03-01","Segundo Area Service Desk","Davis campus","03/01/2022","2022-03-01","2022-03-01","2022-03-01"
"02-25","Wellman Hall","Davis campus","02/24/2022","2022-02-24","2022-02-24","2022-02-25"
"02-25","Social Sciences & Humanities","Davis campus","02/23/2022","2022-02-23","2022-02-23","2022-02-25"
"02-25","Campbell Hall","Davis campus","02/23/2022","2022-02-23","2022-02-23","2022-02-25"
"03-03","Sciences Lecture Hall","Davis campus","03/01/2022","2022-03-01","2022-03-01","2022-03-03"
"03-03","UC Davis Bookstore","Davis campus","03/01/2022","2022-03-01","2022-03-01","2022-03-03"
"03-03","Haring Hall","Davis campus","03/01/2022","2022-03-01","2022-03-01","2022-03-03"
"03-03","Sciences Lab Building","Davis campus","03/01/2022","2022-03-01","2022-03-01","2022-03-03"
"02-25","Walker Hall","Davis campus","02/24/2022","2022-02-24","2022-02-24","2022-02-25"
"03-07","Hart Hall","Davis campus","03/02/2022","2022-03-02","2022-03-02","2022-03-07"
"03-07","Olson Hall","Davis campus","03/04/2022","2022-03-04","2022-03-04","2022-03-07"
"03-07","Physics Building","Davis campus","03/03/2022","2022-03-03","2022-03-03","2022-03-07"
"03-07","Sciences Lecture Hall","Davis campus","03/04/2022","2022-03-04","2022-03-04","2022-03-07"
"03-04","Manetti Shrem Museum","Davis campus","03/04/2022","2022-03-04","2022-03-04","2022-03-04"
"03-08","Veterinary Small Animal Clinic","Davis campus","03/07/2022","2022-03-07","2022-03-07","2022-03-08"
"03-01","Bainer Hall","Davis campus","02/25/2022","2022-02-25","2022-02-25","2022-03-01"
"03-09","202 Cousteau Place","Davis city","03/04/2022","2022-03-04","2022-03-04","2022-03-09"
"03-11","Olson Hall","Davis campus","03/08/2022","2022-03-08","2022-03-08","2022-03-11"
"03-11","Young Hall","Davis campus","03/09/2022","2022-03-09","2022-03-09","2022-03-11"
"03-11","Environmental Horticulture","Davis campus","03/09/2022","2022-03-09","2022-03-09","2022-03-11"
"03-11","Wyatt Pavilion Theatre","Davis campus","03/09/2022","2022-03-09","2022-03-09","2022-03-11"
"03-11","Segundo Dining Commons","Davis campus","03/07/2022
 - 03/09/2022","2022-03-07","2022-03-09","2022-03-11"
"03-11","Meyer Hall","Davis campus","03/08/2022","2022-03-08","2022-03-08","2022-03-11"
"03-11","Peter A. Rock Hall","Davis campus","03/08/2022","2022-03-08","2022-03-08","2022-03-11"
"03-11","Hart Hall","Davis campus","03/07/2022","2022-03-07","2022-03-07","2022-03-11"
"03-11","Schalm Hall","Davis campus","03/07/2022","2022-03-07","2022-03-07","2022-03-11"
"03-11","Latitude Dining Commons","Davis campus","03/09/2022","2022-03-09","2022-03-09","2022-03-11"
"03-11","Segundo Market","Davis campus","03/09/2022","2022-03-09","2022-03-09","2022-03-11"
"03-11","Physics Building","Davis campus","03/07/2022
 - 03/08/2022","2022-03-07","2022-03-08","2022-03-11"
"03-11","Young Hall","Davis campus","03/07/2022","2022-03-07","2022-03-07","2022-03-11"
"03-11","Hart Hall","Davis campus","03/09/2022","2022-03-09","2022-03-09","2022-03-11"
"03-11","Vet Med 3A - MPT","Davis campus","03/07/2022","2022-03-07","2022-03-07","2022-03-11"
"03-11","Sproul Hall","Davis campus","03/09/2022","2022-03-09","2022-03-09","2022-03-11"
"03-11","Wellman Hall","Davis campus","03/07/2022","2022-03-07","2022-03-07","2022-03-11"
"03-11","Segundo Service Center","Davis campus","03/08/2022","2022-03-08","2022-03-08","2022-03-11"
"03-14","Mathematical Sciences Building","Davis campus","03/12/2022","2022-03-12","2022-03-12","2022-03-14"
"03-14","Peter J. Shields Library","Davis campus","03/12/2022","2022-03-12","2022-03-12","2022-03-14"
"03-07","Manetti Shrem Museum","Davis campus","03/04/2022","2022-03-04","2022-03-04","2022-03-07"
"03-28","Activities and Recreation Center","Davis campus","03/23/2022","2022-03-23","2022-03-23","2022-03-28"
"03-28","Memorial Union","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-28"
"03-28","Veihmeyer Hall","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-28"
"03-28","Teaching and Research Animal Care Services (TRACS)","Davis campus","03/24/2022","2022-03-24","2022-03-24","2022-03-28"
"03-28","Sciences Lecture Hall","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-28"
"03-28","Sereno Hall","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-28"
"03-29","Olson Hall","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-29"
"03-29","Latitude Dining Commons","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-29"
"03-29","Gladys Valley Hall","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-29"
"03-29","Wellman Hall","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-29"
"03-30","Art Building","Davis campus","03/30/2022","2022-03-30","2022-03-30","2022-03-30"
"03-30","Cruess Hall","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-30"
"03-30","Walker Hall","Davis campus","03/29/2022","2022-03-29","2022-03-29","2022-03-30"
"03-30","Memorial Union","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-30"
"03-30","Hoagland Hall","Davis campus","03/29/2022","2022-03-29","2022-03-29","2022-03-30"
"03-30","Silo","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-30"
"03-30","Giedt Hall","Davis campus","03/29/2022","2022-03-29","2022-03-29","2022-03-30"
"03-30","Human Resources Administration Building","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-30"
"03-30","Hunt Hall","Davis campus","03/30/2022","2022-03-30","2022-03-30","2022-03-30"
"03-30","Hickey Gym","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-30"
"03-30","Olson Hall","Davis campus","03/28/2022","2022-03-28","2022-03-28","2022-03-30"
"03-30","Olson Hall","Davis campus","03/27/2022","2022-03-27","2022-03-27","2022-03-30"
"03-31","Everson Hall","Davis campus","03/30/2022","2022-03-30","2022-03-30","2022-03-31"
"03-31","Veterinary Medicine MPT","Davis campus","03/29/2022
 - 03/30/2022","2022-03-29","2022-03-30","2022-03-31"
"03-31","Walker Hall","Davis campus","03/30/2022","2022-03-30","2022-03-30","2022-03-31"
"03-31","Valley Hall","Davis campus","03/29/2022","2022-03-29","2022-03-29","2022-03-31"
"03-31","Conference Center","Davis campus","03/31/2022","2022-03-31","2022-03-31","2022-03-31"
"03-31","Wellman Hall","Davis campus","03/30/2022","2022-03-30","2022-03-30","2022-03-31"
"03-31","Veterinary Medicine VM3A","Davis campus","03/30/2022","2022-03-30","2022-03-30","2022-03-31"
"04-01","Olson Hall","Davis campus","03/31/2022","2022-03-31","2022-03-31","2022-04-01"
"04-01","Briggs Hall","Davis campus","03/30/2022","2022-03-30","2022-03-30","2022-04-01"
"04-04","Olson Hall","Davis campus","03/31/2022
 - 04/01/2022","2022-03-31","2022-04-01","2022-04-04"
"04-04","Kearney Hall","Davis campus","04/04/2022","2022-04-04","2022-04-04","2022-04-04"
"04-04","Earth and Physical Sciences Building","Davis campus","04/01/2022","2022-04-01","2022-04-01","2022-04-04"
"04-04","California Hall","Davis campus","03/31/2022","2022-03-31","2022-03-31","2022-04-04"
"04-04","Art Building","Davis campus","04/01/2022","2022-04-01","2022-04-01","2022-04-04"
"04-04","Peter A. Rock Hall","Davis campus","04/01/2022","2022-04-01","2022-04-01","2022-04-04"
"04-04","Campbell Hall","Davis campus","04/03/2022","2022-04-03","2022-04-03","2022-04-04"
"04-04","Giedt Hall","Davis campus","04/01/2022","2022-04-01","2022-04-01","2022-04-04"
"04-04","Memorial Union","Davis campus","04/01/2022","2022-04-01","2022-04-01","2022-04-04"
"04-04","Equestrian Center","Davis campus","03/30/2022","2022-03-30","2022-03-30","2022-04-04"
"04-04","Wellman Hall","Davis campus","04/01/2022","2022-04-01","2022-04-01","2022-04-04"
"04-05","Voorhies Hall","Davis campus","04/04/2022","2022-04-04","2022-04-04","2022-04-05"
"04-05","Haring Hall","Davis campus","04/02/2022","2022-04-02","2022-04-02","2022-04-05"
"04-05","Teaching and Learning Complex","Davis campus","04/04/2022","2022-04-04","2022-04-04","2022-04-05"
"04-05","Kleiber Hall","Davis campus","04/04/2022","2022-04-04","2022-04-04","2022-04-05"
"04-05","Coffee House","Davis campus","04/04/2022","2022-04-04","2022-04-04","2022-04-05"
"04-05","Gladys Valley Hall","Davis campus","04/04/2022","2022-04-04","2022-04-04","2022-04-05"
"04-05","Vet Med 3A - MPT","Davis campus","04/04/2022","2022-04-04","2022-04-04","2022-04-05"
"04-06","Chemistry","Davis campus","04/04/2022","2022-04-04","2022-04-04","2022-04-06"
"04-06","Facilities Management","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-06"
"04-06","King Hall","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-06"
"04-06","California Hall","Davis campus","04/04/2022","2022-04-04","2022-04-04","2022-04-06"
"04-06","Sciences Lab Building","Davis campus","04/04/2022","2022-04-04","2022-04-04","2022-04-06"
"04-06","Grove Surge 3","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-06"
"04-06","MIND Institute","Davis city","04/04/2022","2022-04-04","2022-04-04","2022-04-06"
"04-06","Ryerson Hall","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-06"
"04-06","Hickey Gym","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-06"
"04-07","Kleiber Hall","Davis campus","04/06/2022","2022-04-06","2022-04-06","2022-04-07"
"04-07","Coffee House","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-07"
"04-07","Hutchison Hall","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-07"
"04-07","Hunt Hall","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-07"
"04-07","Energy Conservation Center","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-07"
"04-07","Tupper Hall","Davis campus","04/06/2022","2022-04-06","2022-04-06","2022-04-07"
"04-07","Memorial Union","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-07"
"04-07","The Learning Center","Davis campus","04/05/2022","2022-04-05","2022-04-05","2022-04-07"
"04-08","Earth and Physical Sciences Building","Davis campus","04/07/2022","2022-04-07","2022-04-07","2022-04-08"
"04-08","Hart Hall","Davis campus","04/06/2022","2022-04-06","2022-04-06","2022-04-08"
"04-08","Air Quality Research Center (Drew Ave)","Davis city","04/06/2022","2022-04-06","2022-04-06","2022-04-08"
"04-08","Kerr Hall","Davis campus","04/05/2022
 - 04/07/2022","2022-04-05","2022-04-07","2022-04-08"
